,id,region,area_by_m2,width_of_facade,width_of_road,is_legal,price,most_similar
971,971,Bảo Lộc,157,15,9,0,4.83,"[2295, 966, 4378, 4621, 780]"
972,972,Lạc Dương,110,11,8,0,1.44,"[120, 4077, 2211, 3594, 89]"
973,973,Bảo Lộc,194,13,6,1,6.54,"[2418, 4819, 479, 4796, 3512]"
974,974,Bảo Lộc,97,13,11,0,5.42,"[2536, 4964, 2655, 2818, 4174]"
975,975,Cát Tiên,98,10,6,1,10.38,"[365, 1162, 432, 3464, 480]"
976,976,Đơn Dương,216,10,7,1,12.87,"[1169, 4327, 3424, 1453, 1466]"
977,977,Đức Trọng,109,14,8,0,1.7,"[3491, 2337, 4531, 1807, 2528]"
978,978,Đơn Dương,146,8,5,1,3.06,"[2304, 3629, 4269, 713, 2633]"
979,979,Đạ Tẻh,123,10,12,1,12.81,"[1743, 4120, 4294, 4718, 2361]"
980,980,Di Linh,130,12,13,0,3.02,"[989, 3864, 3335, 1505, 4543]"
981,981,Đam Rông,204,11,9,1,12.01,"[3700, 2336, 4133, 3956, 1519]"
982,982,Cát Tiên,131,6,11,1,8.89,"[4921, 130, 4400, 2777, 4326]"
983,983,Đam Rông,88,15,12,1,7.43,"[1832, 2364, 2976, 1194, 3632]"
984,984,Đà Lạt,117,13,8,1,8.85,"[1757, 3233, 161, 1187, 4552]"
985,985,Lâm Hà,249,11,8,1,11.8,"[2387, 3671, 3018, 2524, 4636]"
986,986,Đà Lạt,187,10,14,0,1.29,"[4628, 3380, 1068, 4310, 3274]"
987,987,Đam Rông,227,15,10,0,12.04,"[4893, 1574, 677, 1438, 2543]"
988,988,Lạc Dương,149,14,5,1,7.25,"[4196, 4303, 1540, 568, 2776]"
989,989,Di Linh,101,13,13,0,3.14,"[980, 1505, 3864, 1016, 1927]"
990,990,Đà Lạt,86,15,14,0,7.35,"[398, 0, 3294, 2661, 4611]"
991,991,Đạ Tẻh,128,7,12,0,8.47,"[41, 4692, 951, 4224, 1115]"
992,992,Di Linh,103,10,8,0,8.23,"[1733, 2624, 842, 1695, 3435]"
993,993,Đức Trọng,172,14,6,1,10.25,"[514, 3941, 3981, 1904, 820]"
994,994,Đà Lạt,90,12,10,0,8.05,"[2870, 3190, 23, 2317, 3789]"
995,995,Bảo Lâm,71,10,8,0,13.52,"[4703, 761, 3054, 2241, 590]"
996,996,Di Linh,129,12,10,1,0.92,"[3407, 2242, 1844, 3398, 4713]"
997,997,Lâm Hà,161,8,5,0,4.46,"[2153, 2086, 3051, 3498, 1053]"
998,998,Đạ Huoai,107,6,6,1,8.24,"[673, 3245, 5, 3154, 3163]"
999,999,Bảo Lâm,82,11,9,0,2.61,"[4680, 3017, 2666, 3451, 3459]"
1000,1000,Bảo Lộc,133,9,7,0,12.6,"[3620, 2495, 2314, 4124, 4740]"
1001,1001,Đơn Dương,187,11,14,1,12.71,"[4082, 1216, 2419, 3247, 437]"
1002,1002,Lạc Dương,78,10,8,1,11.23,"[516, 163, 3039, 1083, 866]"
1003,1003,Lâm Hà,241,9,7,1,8.46,"[2708, 2387, 1661, 3034, 3089]"
1004,1004,Bảo Lộc,132,6,9,0,8.65,"[3462, 3281, 754, 3066, 615]"
1005,1005,Lạc Dương,122,10,11,0,10.62,"[4516, 1133, 2801, 322, 779]"
1006,1006,Đức Trọng,170,11,7,0,11.67,"[3509, 1092, 422, 3033, 3348]"
1007,1007,Đam Rông,167,7,9,0,5.78,"[1124, 1774, 1287, 4911, 3564]"
1008,1008,Cát Tiên,238,5,7,1,2.36,"[1655, 4035, 2214, 250, 1608]"
1009,1009,Lạc Dương,208,5,13,1,11.11,"[328, 1104, 698, 2690, 3696]"
1010,1010,Cát Tiên,149,15,8,1,12.9,"[4995, 3517, 4367, 4273, 3534]"
1011,1011,Đam Rông,214,6,6,1,3.01,"[4690, 926, 1815, 4784, 1650]"
1012,1012,Lâm Hà,56,6,9,0,5.57,"[1569, 466, 101, 1053, 228]"
1013,1013,Lạc Dương,120,9,11,1,14.19,"[4989, 1322, 4065, 4073, 3883]"
1014,1014,Đạ Huoai,51,13,6,1,3.42,"[927, 2675, 2107, 648, 4752]"
1015,1015,Đạ Tẻh,74,11,5,1,10.55,"[3702, 545, 2278, 1189, 4406]"
1016,1016,Di Linh,59,15,13,0,3.61,"[4626, 830, 989, 1505, 1927]"
1017,1017,Đạ Huoai,246,7,15,1,6.23,"[2698, 57, 874, 1199, 4364]"
1018,1018,Đức Trọng,173,8,6,0,7.68,"[3430, 169, 4927, 4005, 422]"
1019,1019,Đơn Dương,124,5,10,1,4.22,"[3457, 4403, 4675, 2070, 2008]"
1020,1020,Di Linh,133,14,5,0,13.72,"[2096, 2747, 269, 561, 3314]"
1021,1021,Di Linh,146,5,15,0,7.63,"[722, 4300, 14, 1637, 4853]"
1022,1022,Đam Rông,117,9,10,1,11.56,"[497, 1069, 775, 3232, 1284]"
1023,1023,Đam Rông,153,9,12,0,8.02,"[1226, 1603, 1774, 3727, 3934]"
1024,1024,Di Linh,237,6,6,1,14.58,"[4497, 4642, 127, 2926, 2428]"
1025,1025,Bảo Lộc,64,13,13,1,4.2,"[3752, 458, 3514, 4526, 2997]"
1026,1026,Lâm Hà,169,6,8,0,7.93,"[1682, 4822, 363, 2693, 1745]"
1027,1027,Bảo Lộc,50,13,9,0,11.59,"[2294, 2797, 4392, 883, 815]"
1028,1028,Lâm Hà,56,8,7,1,9.35,"[29, 818, 2737, 1315, 2991]"
1029,1029,Đạ Tẻh,59,14,15,1,10.97,"[3891, 468, 1332, 2060, 3680]"
1030,1030,Đơn Dương,124,6,9,0,6.2,"[4918, 4465, 4849, 3272, 86]"
1031,1031,Đức Trọng,80,8,7,1,11.84,"[1604, 4519, 4186, 3972, 1339]"
1032,1032,Bảo Lâm,195,14,15,0,14.19,"[3308, 1295, 233, 2824, 3829]"
1033,1033,Di Linh,118,11,8,1,4.61,"[4420, 924, 1670, 4951, 3971]"
1034,1034,Cát Tiên,164,6,13,1,11.93,"[1311, 2225, 4828, 3908, 932]"
1035,1035,Bảo Lộc,193,13,9,0,14.73,"[2931, 24, 3807, 4075, 409]"
1036,1036,Lâm Hà,228,11,8,0,7.7,"[3601, 3058, 342, 723, 4283]"
1037,1037,Đạ Huoai,107,8,9,1,12.16,"[399, 3227, 1531, 3112, 2917]"
1038,1038,Đơn Dương,62,6,7,0,3.73,"[760, 2168, 3827, 4466, 659]"
1039,1039,Đức Trọng,125,13,9,1,10.0,"[2823, 563, 2954, 2040, 1904]"
1040,1040,Di Linh,167,10,9,0,13.75,"[612, 1289, 18, 4795, 2237]"
1041,1041,Lâm Hà,158,11,8,1,1.07,"[420, 3310, 207, 3737, 3704]"
1042,1042,Đơn Dương,157,5,7,0,11.85,"[2794, 3622, 2685, 4138, 4918]"
1043,1043,Đơn Dương,125,8,15,1,10.99,"[4345, 559, 3643, 1817, 3485]"
1044,1044,Đơn Dương,136,11,9,0,12.46,"[155, 3148, 3686, 74, 2798]"
1045,1045,Đạ Huoai,218,7,8,1,4.3,"[4, 3164, 624, 4151, 1383]"
1046,1046,Đam Rông,149,12,14,1,7.45,"[3368, 227, 3605, 2898, 4105]"
1047,1047,Đơn Dương,204,10,6,1,7.61,"[1453, 3629, 3636, 3424, 918]"
1048,1048,Bảo Lộc,105,5,12,0,13.61,"[2082, 1084, 610, 1304, 2753]"
1049,1049,Đức Trọng,164,7,7,1,12.56,"[2545, 4840, 4519, 1192, 77]"
1050,1050,Di Linh,196,9,11,0,4.18,"[3416, 3452, 2466, 834, 249]"
1051,1051,Đơn Dương,201,7,8,0,13.52,"[622, 2408, 4468, 2665, 969]"
1052,1052,Đơn Dương,185,12,6,0,3.4,"[832, 4668, 1615, 3957, 4899]"
1053,1053,Lâm Hà,110,7,8,0,4.7,"[2693, 4079, 466, 3665, 1503]"
1054,1054,Đà Lạt,115,6,5,1,14.79,"[330, 4263, 2537, 1683, 3785]"
1055,1055,Di Linh,232,13,10,0,11.89,"[4219, 855, 1333, 4246, 1182]"
1056,1056,Cát Tiên,153,9,8,0,7.49,"[4068, 4673, 690, 4355, 735]"
1057,1057,Đam Rông,61,13,8,0,2.31,"[2978, 2724, 2500, 838, 2882]"
1058,1058,Đạ Tẻh,198,8,13,1,3.21,"[1489, 3950, 1262, 1842, 3434]"
1059,1059,Đạ Huoai,141,15,14,1,13.1,"[141, 4442, 1635, 4975, 6]"
1060,1060,Đà Lạt,166,7,15,1,1.86,"[1823, 2793, 3135, 1314, 1411]"
1061,1061,Lâm Hà,218,8,12,0,6.44,"[3606, 3662, 2697, 3768, 148]"
1062,1062,Đam Rông,117,10,9,0,6.5,"[3781, 3564, 3561, 4727, 3859]"
1063,1063,Lâm Hà,184,6,6,1,1.55,"[3519, 4498, 2112, 1898, 569]"
1064,1064,Cát Tiên,141,15,6,0,4.01,"[1387, 3548, 546, 1828, 578]"
1065,1065,Đức Trọng,60,6,13,1,12.63,"[4062, 3356, 812, 4996, 4851]"
1066,1066,Đơn Dương,117,14,5,0,9.27,"[4031, 4205, 3526, 4060, 611]"
1067,1067,Đam Rông,68,11,9,1,11.24,"[1284, 3632, 775, 274, 3761]"
1068,1068,Đà Lạt,161,10,12,0,0.89,"[4310, 2459, 1079, 986, 3380]"
1069,1069,Đam Rông,109,9,10,1,14.17,"[497, 1022, 2022, 2183, 457]"
1070,1070,Bảo Lộc,112,10,11,1,14.81,"[2063, 346, 1642, 3816, 313]"
1071,1071,Đạ Huoai,215,7,5,0,9.68,"[1308, 280, 738, 4231, 3119]"
1072,1072,Đơn Dương,131,8,7,0,14.17,"[4544, 3148, 3622, 2196, 1966]"
1073,1073,Đà Lạt,225,14,15,1,4.74,"[841, 2521, 2088, 2221, 646]"
1074,1074,Đạ Tẻh,197,11,11,1,14.55,"[2381, 3273, 2670, 3366, 1386]"
1075,1075,Cát Tiên,238,12,9,1,9.67,"[1093, 2212, 3805, 2288, 3144]"
1076,1076,Đà Lạt,187,6,9,1,8.87,"[3160, 4806, 3367, 1257, 3810]"
1077,1077,Bảo Lộc,200,7,14,1,5.68,"[4915, 1237, 2073, 3328, 4549]"
1078,1078,Bảo Lộc,142,11,15,0,3.26,"[11, 2934, 3488, 1279, 836]"
1079,1079,Đà Lạt,124,11,13,0,1.34,"[1068, 809, 3472, 4310, 4747]"
1080,1080,Đà Lạt,136,12,6,1,3.69,"[178, 2218, 2231, 1111, 219]"
1081,1081,Di Linh,57,9,7,0,3.64,"[2669, 2781, 88, 4279, 4799]"
1082,1082,Đạ Huoai,115,13,9,1,6.04,"[4809, 2107, 489, 2068, 4752]"
1083,1083,Lạc Dương,82,10,8,1,8.27,"[516, 522, 1002, 163, 411]"
1084,1084,Bảo Lộc,98,6,13,0,14.43,"[610, 1304, 1048, 2082, 4574]"
1085,1085,Đơn Dương,230,5,13,0,7.5,"[1982, 2609, 3165, 4559, 654]"
1086,1086,Di Linh,124,8,13,0,4.46,"[4540, 4300, 4853, 173, 4338]"
1087,1087,Đơn Dương,202,6,7,1,14.06,"[3877, 2409, 544, 3424, 2184]"
1088,1088,Lạc Dương,229,5,11,0,7.95,"[704, 4416, 1321, 3726, 1530]"
1089,1089,Di Linh,229,11,14,0,1.86,"[249, 3504, 3639, 2910, 3452]"
1090,1090,Bảo Lộc,181,10,5,1,7.09,"[1671, 1096, 307, 4937, 4796]"
1091,1091,Đạ Huoai,107,11,14,0,6.31,"[4479, 2036, 4591, 3125, 4207]"
1092,1092,Đức Trọng,153,11,8,0,9.45,"[375, 3509, 3033, 1006, 422]"
1093,1093,Cát Tiên,212,12,8,1,11.15,"[3805, 2752, 2212, 1075, 3144]"
1094,1094,Đà Lạt,169,5,13,0,5.33,"[2571, 2172, 3028, 2575, 3773]"
1095,1095,Lạc Dương,194,10,10,1,9.17,"[2265, 4163, 887, 4481, 4453]"
1096,1096,Bảo Lộc,204,10,6,1,5.79,"[1671, 1090, 307, 4256, 3978]"
1097,1097,Bảo Lâm,247,13,13,0,1.38,"[2087, 4920, 4821, 2142, 3924]"
1098,1098,Cát Tiên,107,11,13,1,3.83,"[864, 3809, 4786, 248, 4672]"
1099,1099,Đức Trọng,240,15,13,0,9.41,"[4848, 3997, 2199, 2395, 2407]"
1100,1100,Đạ Tẻh,220,15,11,1,8.86,"[412, 876, 70, 4722, 4511]"
1101,1101,Bảo Lộc,131,5,6,0,6.59,"[2677, 3508, 4289, 754, 1546]"
1102,1102,Đà Lạt,239,15,9,0,12.79,"[647, 1949, 2726, 118, 3553]"
1103,1103,Di Linh,188,8,14,0,11.09,"[2146, 3347, 4248, 4792, 2488]"
1104,1104,Lạc Dương,205,5,13,1,13.81,"[1009, 2690, 2800, 3696, 698]"
1105,1105,Đà Lạt,60,14,9,1,3.0,"[3271, 1554, 566, 3000, 706]"
1106,1106,Đạ Tẻh,134,13,10,1,12.65,"[2758, 3354, 3269, 909, 3370]"
1107,1107,Bảo Lâm,250,13,9,1,1.61,"[1421, 361, 372, 4040, 160]"
1108,1108,Đà Lạt,196,10,12,0,5.5,"[3960, 2459, 4310, 301, 3380]"
1109,1109,Đà Lạt,232,13,10,0,7.19,"[2838, 2099, 4170, 3553, 2232]"
1110,1110,Đam Rông,238,11,5,0,2.57,"[521, 4630, 4047, 2687, 4520]"
1111,1111,Đà Lạt,142,11,6,1,6.98,"[219, 178, 1080, 2218, 3069]"
1112,1112,Đà Lạt,130,6,5,0,13.15,"[180, 168, 1122, 3518, 2847]"
1113,1113,Đạ Huoai,186,7,12,0,1.28,"[3357, 170, 2604, 186, 1165]"
1114,1114,Bảo Lộc,174,8,9,0,7.18,"[615, 3462, 2338, 1469, 4515]"
1115,1115,Đạ Tẻh,141,7,14,0,7.15,"[2712, 991, 1539, 4692, 511]"
1116,1116,Lâm Hà,200,15,8,1,11.62,"[2135, 2524, 90, 3562, 4102]"
1117,1117,Đạ Huoai,236,14,7,0,4.86,"[1174, 3195, 507, 4805, 1676]"
1118,1118,Bảo Lâm,210,8,6,1,2.6,"[872, 3138, 4366, 681, 1971]"
1119,1119,Đơn Dương,56,12,9,1,5.65,"[4560, 2979, 54, 1727, 873]"
1120,1120,Đà Lạt,61,11,12,0,10.95,"[4053, 23, 4886, 2719, 2317]"
1121,1121,Đức Trọng,50,9,12,0,5.48,"[2848, 2664, 199, 2924, 2780]"
1122,1122,Đà Lạt,172,5,6,0,13.82,"[2847, 1112, 2567, 180, 287]"
1123,1123,Bảo Lâm,209,14,14,1,3.89,"[378, 160, 2822, 4513, 3776]"
1124,1124,Đam Rông,150,8,9,0,5.92,"[1007, 3564, 1774, 4911, 3565]"
1125,1125,Cát Tiên,128,14,9,0,9.68,"[3139, 1606, 1223, 2853, 2673]"
1126,1126,Bảo Lộc,83,5,15,1,10.75,"[2191, 2303, 3930, 4765, 3943]"
1127,1127,Cát Tiên,140,8,15,0,4.2,"[1330, 2069, 3249, 247, 1157]"
1128,1128,Đạ Huoai,148,10,15,0,8.94,"[2036, 75, 4541, 3918, 4207]"
1129,1129,Lạc Dương,97,9,5,0,4.0,"[4724, 174, 345, 3070, 487]"
1130,1130,Cát Tiên,98,6,9,1,8.01,"[154, 2370, 3389, 4923, 2777]"
1131,1131,Đạ Huoai,127,13,12,0,11.38,"[1141, 1909, 4386, 1894, 4207]"
1132,1132,Đơn Dương,68,12,13,0,10.72,"[575, 953, 2688, 936, 744]"
1133,1133,Lạc Dương,99,9,11,0,11.64,"[1005, 4516, 4083, 2801, 2966]"
1134,1134,Bảo Lâm,168,5,12,1,14.43,"[3800, 2696, 3912, 271, 3048]"
1135,1135,Bảo Lộc,199,11,14,0,1.92,"[4639, 836, 11, 1254, 4657]"
1136,1136,Lâm Hà,73,13,6,1,10.91,"[1601, 4477, 125, 2095, 3332]"
1137,1137,Bảo Lộc,146,6,15,0,12.52,"[2849, 2792, 1304, 610, 3172]"
1138,1138,Đạ Tẻh,196,9,8,1,5.15,"[1316, 4641, 2105, 1142, 4788]"
1139,1139,Cát Tiên,201,8,7,0,3.46,"[606, 814, 4906, 4985, 2826]"
1140,1140,Lạc Dương,148,14,11,0,5.0,"[1748, 4967, 2038, 2621, 4245]"
1141,1141,Đạ Huoai,124,12,13,0,10.45,"[1131, 4207, 2036, 3132, 1581]"
1142,1142,Đạ Tẻh,158,9,8,1,6.29,"[4641, 2105, 1316, 1138, 3290]"
1143,1143,Đơn Dương,115,13,11,1,3.66,"[2351, 2943, 459, 3316, 4488]"
1144,1144,Đơn Dương,73,13,14,1,11.58,"[4166, 4503, 3915, 1588, 1871]"
1145,1145,Đạ Tẻh,225,8,10,1,6.37,"[277, 2835, 1316, 1138, 4641]"
1146,1146,Đơn Dương,74,14,10,0,14.96,"[2561, 2573, 744, 3707, 2043]"
1147,1147,Đà Lạt,213,6,10,0,7.19,"[4701, 4772, 183, 3032, 2540]"
1148,1148,Đà Lạt,145,8,11,1,7.65,"[1502, 2283, 1385, 3015, 4319]"
1149,1149,Bảo Lâm,175,11,8,1,5.14,"[3056, 4868, 3045, 774, 4115]"
1150,1150,Bảo Lâm,122,5,6,0,8.32,"[1755, 891, 3719, 2806, 2280]"
1151,1151,Đức Trọng,207,9,6,1,10.04,"[3244, 1612, 4336, 652, 2955]"
1152,1152,Đạ Tẻh,108,10,12,0,2.46,"[2531, 1954, 2202, 4309, 1486]"
1153,1153,Lạc Dương,171,8,9,1,3.26,"[4028, 1163, 692, 1741, 1256]"
1154,1154,Đam Rông,111,12,14,1,11.05,"[388, 1905, 2453, 2647, 1631]"
1155,1155,Cát Tiên,222,8,14,1,10.16,"[3096, 3771, 2026, 3948, 3908]"
1156,1156,Cát Tiên,53,15,14,0,3.23,"[4071, 2029, 4142, 3153, 1829]"
1157,1157,Cát Tiên,162,10,15,0,6.18,"[4743, 3575, 1963, 3113, 1127]"
1158,1158,Bảo Lâm,61,15,6,1,4.43,"[2982, 2181, 4092, 2238, 2915]"
1159,1159,Đơn Dương,211,8,13,0,11.07,"[3165, 4268, 424, 3151, 1458]"
1160,1160,Đạ Tẻh,109,12,6,0,12.95,"[3351, 263, 1416, 4581, 1238]"
1161,1161,Đà Lạt,147,10,6,0,14.22,"[597, 1846, 287, 2884, 2888]"
1162,1162,Cát Tiên,98,10,8,1,11.73,"[658, 1734, 975, 2490, 3464]"
1163,1163,Lạc Dương,132,8,9,1,2.65,"[692, 1153, 2041, 3893, 1256]"
1164,1164,Di Linh,84,7,15,1,6.85,"[337, 2289, 1327, 3871, 2595]"
1165,1165,Đạ Huoai,250,8,11,0,3.54,"[4632, 2604, 3357, 3114, 1536]"
1166,1166,Lâm Hà,63,14,9,0,7.96,"[1300, 2436, 4823, 4165, 3939]"
1167,1167,Bảo Lộc,218,10,9,1,4.39,"[2023, 603, 4064, 4440, 4958]"
1168,1168,Di Linh,141,5,12,0,1.42,"[173, 2551, 4300, 4338, 14]"
1169,1169,Đơn Dương,218,10,7,1,13.11,"[976, 4327, 3424, 1453, 1466]"
1170,1170,Đơn Dương,53,5,9,1,4.96,"[3835, 4489, 3102, 3739, 1019]"
1171,1171,Bảo Lộc,180,15,6,0,4.46,"[663, 780, 2295, 63, 971]"
1172,1172,Lạc Dương,207,15,5,0,12.7,"[3904, 4572, 3824, 309, 78]"
1173,1173,Cát Tiên,91,11,9,0,4.18,"[305, 2951, 4618, 4054, 2484]"
1174,1174,Đạ Huoai,231,13,7,0,3.64,"[1117, 1676, 507, 4805, 3544]"
1175,1175,Đơn Dương,228,11,7,1,1.44,"[2252, 2251, 4269, 2346, 3427]"
1176,1176,Đà Lạt,225,15,5,0,5.82,"[2593, 1483, 4571, 2209, 1845]"
1177,1177,Đạ Tẻh,54,10,12,1,7.46,"[47, 3585, 1360, 3525, 3650]"
1178,1178,Đức Trọng,115,11,15,1,14.2,"[4745, 805, 596, 2433, 4716]"
1179,1179,Bảo Lộc,51,11,7,0,2.92,"[404, 2872, 3599, 765, 793]"
1180,1180,Đức Trọng,76,5,7,0,12.59,"[3728, 1816, 4250, 335, 1566]"
1181,1181,Di Linh,78,10,12,1,6.48,"[332, 3973, 2612, 460, 3412]"
1182,1182,Di Linh,201,12,8,0,14.77,"[1289, 1040, 695, 1944, 855]"
1183,1183,Đạ Huoai,225,15,15,0,13.82,"[4715, 1720, 4943, 2103, 3673]"
1184,1184,Cát Tiên,219,7,7,0,13.86,"[2867, 2380, 1297, 4850, 218]"
1185,1185,Bảo Lâm,159,12,5,0,12.33,"[1241, 1626, 2423, 2790, 4249]"
1186,1186,Đam Rông,163,14,10,0,6.37,"[4471, 533, 2787, 1438, 3967]"
1187,1187,Đà Lạt,92,13,6,1,11.05,"[1704, 161, 3969, 3799, 3823]"
1188,1188,Đạ Tẻh,176,15,6,1,3.03,"[3640, 3404, 2558, 2901, 3326]"
1189,1189,Đạ Tẻh,73,12,8,1,9.87,"[909, 1762, 3525, 3702, 4655]"
1190,1190,Di Linh,82,12,8,0,10.39,"[1695, 2247, 4829, 992, 3314]"
1191,1191,Đam Rông,219,14,5,1,13.46,"[1777, 2578, 510, 3307, 4988]"
1192,1192,Đức Trọng,177,7,7,1,9.58,"[4840, 2328, 1049, 2955, 77]"
1193,1193,Di Linh,168,10,6,1,11.11,"[1975, 1347, 3855, 2450, 2428]"
1194,1194,Đam Rông,124,14,10,1,6.74,"[1832, 1861, 3821, 4656, 983]"
1195,1195,Di Linh,154,8,14,1,3.08,"[2829, 3743, 283, 1800, 4421]"
1196,1196,Bảo Lộc,159,14,10,1,7.43,"[4074, 2452, 1614, 3267, 535]"
1197,1197,Lạc Dương,247,8,14,1,10.26,"[1858, 4155, 698, 2953, 328]"
1198,1198,Đức Trọng,174,8,11,1,0.98,"[660, 2873, 4321, 1821, 3890]"
1199,1199,Đạ Huoai,201,7,15,1,3.53,"[57, 4364, 874, 3169, 1017]"
1200,1200,Đam Rông,246,13,7,0,14.97,"[1574, 2543, 2565, 857, 1900]"
1201,1201,Di Linh,237,6,15,1,4.3,"[4726, 2163, 3754, 2829, 443]"
1202,1202,Đà Lạt,218,6,15,1,9.07,"[3513, 3854, 3931, 1274, 2671]"
1203,1203,Đạ Tẻh,188,7,6,0,2.46,"[223, 618, 1761, 3831, 3532]"
1204,1204,Bảo Lâm,73,11,7,0,8.58,"[710, 2710, 2241, 3126, 3536]"
1205,1205,Đam Rông,239,10,5,1,10.73,"[1541, 1455, 1974, 4542, 340]"
1206,1206,Lâm Hà,199,5,10,1,2.51,"[3519, 4498, 921, 2438, 189]"
1207,1207,Đức Trọng,58,7,15,1,4.56,"[2157, 1377, 724, 3158, 4529]"
1208,1208,Đà Lạt,118,5,5,0,8.45,"[3518, 4195, 295, 2493, 1952]"
1209,1209,Đà Lạt,247,10,5,0,1.82,"[2267, 689, 331, 3352, 1867]"
1210,1210,Cát Tiên,119,12,11,0,10.35,"[1549, 2977, 4776, 1223, 1125]"
1211,1211,Bảo Lâm,217,12,11,1,11.14,"[3254, 4878, 4810, 3539, 2730]"
1212,1212,Bảo Lâm,203,11,12,0,9.84,"[4314, 231, 1295, 4881, 1652]"
1213,1213,Di Linh,250,13,10,1,3.84,"[4640, 952, 1697, 1518, 4924]"
1214,1214,Đạ Tẻh,64,14,12,1,4.31,"[542, 3680, 2256, 1360, 2825]"
1215,1215,Đam Rông,249,10,12,1,5.04,"[2014, 3189, 4408, 3684, 2269]"
1216,1216,Đơn Dương,177,12,15,1,13.03,"[1001, 4082, 3247, 2419, 1674]"
1217,1217,Cát Tiên,117,14,14,1,11.4,"[3346, 526, 3466, 2319, 4793]"
1218,1218,Đam Rông,91,14,12,0,13.0,"[3598, 4533, 240, 2923, 2828]"
1219,1219,Lâm Hà,144,15,10,0,9.69,"[745, 3268, 4260, 4241, 4192]"
1220,1220,Cát Tiên,68,15,8,0,4.15,"[1935, 2206, 1548, 2484, 1387]"
1221,1221,Đạ Tẻh,141,8,13,0,13.55,"[336, 725, 4224, 4692, 3626]"
1222,1222,Lạc Dương,184,9,13,1,2.78,"[4472, 877, 1498, 1413, 3860]"
1223,1223,Cát Tiên,145,14,11,0,8.13,"[1606, 531, 1125, 3441, 1210]"
1224,1224,Đạ Huoai,110,13,10,0,6.2,"[4130, 847, 2393, 201, 4122]"
1225,1225,Đạ Huoai,202,15,5,1,8.24,"[2734, 1640, 2892, 3913, 3059]"
1226,1226,Đam Rông,167,8,12,0,6.06,"[1023, 4042, 911, 4615, 1774]"
1227,1227,Lạc Dương,106,7,11,0,4.28,"[440, 2443, 3204, 731, 3898]"
1228,1228,Đà Lạt,113,9,10,0,5.45,"[2870, 4415, 3472, 1452, 3858]"
1229,1229,Đạ Tẻh,237,7,10,1,2.05,"[3434, 2037, 2025, 2835, 1145]"
1230,1230,Cát Tiên,196,13,13,0,13.71,"[914, 4178, 3819, 2179, 124]"
1231,1231,Đạ Tẻh,52,9,9,1,10.98,"[2821, 4655, 786, 2278, 2019]"
1232,1232,Đà Lạt,135,14,14,1,9.76,"[4613, 1979, 349, 853, 3262]"
1233,1233,Đạ Tẻh,108,15,7,0,7.64,"[427, 4362, 329, 2715, 4159]"
1234,1234,Lạc Dương,72,5,11,0,13.19,"[270, 2871, 2569, 4467, 506]"
1235,1235,Đạ Huoai,194,14,6,0,9.7,"[1331, 2012, 2523, 1849, 4803]"
1236,1236,Đạ Huoai,78,10,12,1,7.34,"[320, 3384, 3659, 4782, 2345]"
1237,1237,Bảo Lộc,169,7,12,1,7.65,"[4730, 3328, 2239, 1077, 740]"
1238,1238,Đạ Tẻh,50,11,6,0,11.64,"[3351, 1160, 263, 1510, 1416]"
1239,1239,Di Linh,152,6,7,0,3.34,"[3133, 4158, 923, 834, 2576]"
1240,1240,Lâm Hà,210,15,10,0,11.0,"[4260, 3268, 1981, 3253, 4241]"
1241,1241,Bảo Lâm,134,12,5,0,13.19,"[1185, 1626, 2790, 2423, 1473]"
1242,1242,Lâm Hà,184,11,8,0,13.27,"[3716, 4873, 3603, 1925, 3962]"
1243,1243,Lạc Dương,140,13,13,1,13.63,"[570, 3616, 4065, 2185, 3713]"
1244,1244,Đơn Dương,201,5,8,1,8.61,"[2198, 3484, 113, 640, 2184]"
1245,1245,Đơn Dương,154,15,6,1,14.33,"[2579, 370, 4794, 3721, 849]"
1246,1246,Đạ Huoai,73,6,8,1,1.14,"[859, 2542, 4575, 350, 2140]"
1247,1247,Bảo Lâm,147,15,5,1,7.43,"[2999, 319, 3045, 617, 3637]"
1248,1248,Đam Rông,126,12,15,0,11.12,"[172, 3727, 3349, 3934, 2]"
1249,1249,Lạc Dương,53,9,8,1,2.09,"[193, 1792, 1843, 2208, 2874]"
1250,1250,Lâm Hà,63,13,13,0,1.93,"[783, 3939, 3921, 688, 651]"
1251,1251,Di Linh,73,6,13,0,13.26,"[840, 376, 4373, 3570, 1637]"
1252,1252,Bảo Lâm,174,8,6,1,6.97,"[4650, 948, 1521, 645, 3406]"
1253,1253,Đà Lạt,123,12,13,1,13.53,"[2357, 260, 1979, 1651, 4315]"
1254,1254,Bảo Lộc,202,12,13,0,4.29,"[1431, 1135, 4639, 836, 3488]"
1255,1255,Đạ Huoai,123,14,14,0,7.5,"[2186, 3174, 3125, 201, 4122]"
1256,1256,Lạc Dương,145,10,10,1,3.55,"[3047, 2875, 1163, 1153, 3893]"
1257,1257,Đà Lạt,216,5,8,1,6.7,"[4806, 3367, 4634, 1076, 3993]"
1258,1258,Bảo Lâm,125,14,11,1,10.23,"[3796, 2760, 2759, 931, 4737]"
1259,1259,Đạ Huoai,228,7,12,1,3.24,"[1409, 2973, 4364, 57, 4151]"
1260,1260,Đơn Dương,126,14,12,0,1.62,"[4010, 1989, 4394, 35, 2707]"
1261,1261,Đam Rông,193,6,14,1,9.88,"[4986, 3569, 4328, 243, 4152]"
