id,region,area_by_m2,width_of_facade,width_of_road,is_legal,price
03012,Di Linh,171,6,9,0,13.26
03013,Đam Rông,128,11,8,0,10.73
03014,Đức Trọng,248,11,6,1,7.05
03015,Đà Lạt,136,10,10,1,8.81
03016,Bảo Lộc,238,15,8,0,4.69
03017,Bảo Lâm,80,9,10,0,1.55
03018,Lâm Hà,236,11,10,1,13.92
03019,Đức Trọng,63,13,13,1,13.09
03020,Lạc Dương,217,11,15,0,11.28
03021,Đức Trọng,126,11,15,0,3.85
03022,Di Linh,158,12,8,0,2.13
03023,Bảo Lộc,249,15,11,0,4.33
03024,Đức Trọng,193,7,15,0,13.98
03025,Lạc Dương,80,6,13,1,11.41
03026,Lạc Dương,148,8,7,0,3.59
03027,Cát Tiên,76,7,12,1,3.33
03028,Đà Lạt,168,6,14,0,8.13
03029,Bảo Lâm,221,15,9,0,6.5
03030,Đơn Dương,243,14,5,0,7.14
03031,Đạ Tẻh,137,5,14,1,2.26
03032,Đà Lạt,212,7,11,0,4.45
03033,Đức Trọng,153,12,7,0,7.66
03034,Lâm Hà,229,10,6,1,5.03
03035,Đơn Dương,244,11,13,1,1.28
03036,Bảo Lộc,69,6,15,1,6.89
03037,Bảo Lộc,58,6,9,0,12.61
03038,Lạc Dương,186,6,9,0,13.4
03039,Lạc Dương,113,10,9,1,10.6
03040,Đà Lạt,202,10,14,1,5.45
03041,Đam Rông,174,8,6,1,1.78
03042,Đơn Dương,67,8,14,1,13.83
03043,Lạc Dương,185,15,13,0,13.35
03044,Di Linh,182,7,10,0,12.97
03045,Bảo Lâm,158,13,7,1,7.08
03046,Đạ Tẻh,170,12,5,1,13.91
03047,Lạc Dương,121,11,9,1,4.98
03048,Bảo Lâm,136,6,10,1,11.28
03049,Đà Lạt,143,15,11,1,7.09
03050,Đạ Huoai,153,7,13,0,9.13
03051,Lâm Hà,154,10,7,0,4.88
03052,Bảo Lâm,225,14,8,0,2.07
03053,Đam Rông,145,7,11,1,11.46
03054,Bảo Lâm,109,9,7,0,11.64
03055,Bảo Lộc,111,9,9,1,5.55
03056,Bảo Lâm,161,12,7,1,4.75
03057,Lâm Hà,85,10,5,0,5.29
03058,Lâm Hà,236,11,7,0,6.17
03059,Đạ Huoai,177,15,5,1,12.02
03060,Đức Trọng,77,12,5,1,13.28
03061,Đam Rông,238,9,15,0,2.1
03062,Lạc Dương,55,7,10,1,9.3
03063,Cát Tiên,101,13,10,0,13.96
03064,Bảo Lâm,250,7,6,1,5.88
03065,Cát Tiên,177,15,9,0,11.95
03066,Bảo Lộc,134,6,7,0,10.93
03067,Bảo Lâm,180,10,13,0,6.06
03068,Đam Rông,79,14,14,0,3.88
03069,Đà Lạt,116,10,8,1,5.03
03070,Lạc Dương,152,9,5,0,5.74
03071,Di Linh,238,8,15,1,12.17
03072,Đam Rông,151,14,6,0,4.53
03073,Đạ Huoai,203,8,11,0,14.05
03074,Lạc Dương,241,9,5,0,13.4
03075,Đạ Tẻh,163,15,11,0,13.92
03076,Di Linh,131,13,9,1,8.91
03077,Đức Trọng,88,5,11,0,10.44
03078,Đức Trọng,198,7,15,0,14.24
03079,Cát Tiên,169,9,5,1,5.92
03080,Bảo Lâm,205,12,15,1,0.89
03081,Cát Tiên,152,15,5,1,14.01
03082,Đức Trọng,61,11,15,1,6.44
03083,Bảo Lâm,236,14,7,0,2.17
03084,Lâm Hà,199,11,12,1,6.53
03085,Đơn Dương,224,9,12,0,5.08
03086,Di Linh,184,11,6,0,9.56
03087,Bảo Lộc,225,14,9,0,7.49
03088,Lạc Dương,237,12,7,1,3.1
03089,Lâm Hà,186,10,7,1,7.21
03090,Đạ Huoai,227,12,12,1,4.99
03091,Cát Tiên,203,12,15,1,11.95
03092,Lâm Hà,233,6,5,1,7.02
03093,Đạ Huoai,187,8,9,1,9.77
03094,Đức Trọng,121,8,5,0,7.5
03095,Bảo Lộc,173,13,8,1,9.89
03096,Cát Tiên,208,7,15,1,10.92
03097,Di Linh,163,15,7,1,10.43
03098,Đà Lạt,112,14,14,1,2.79
03099,Di Linh,171,6,5,0,11.05
03100,Lạc Dương,133,15,15,0,11.92
03101,Bảo Lộc,123,7,7,0,2.43
03102,Đơn Dương,50,6,9,1,1.61
03103,Lâm Hà,169,6,13,1,2.24
03104,Di Linh,212,7,12,0,1.07
03105,Đức Trọng,97,12,5,1,6.2
03106,Đạ Huoai,51,9,11,1,12.89
03107,Bảo Lâm,158,6,11,0,6.41
03108,Cát Tiên,220,10,11,1,6.11
03109,Đạ Tẻh,134,8,7,1,11.8
03110,Đam Rông,166,5,12,1,6.83
03111,Bảo Lâm,203,6,15,0,5.94
03112,Đạ Huoai,80,9,8,1,8.86
03113,Cát Tiên,171,11,13,0,7.89
03114,Đạ Huoai,243,11,11,0,5.42
03115,Cát Tiên,214,7,12,1,14.88
03116,Đà Lạt,115,7,15,1,8.48
03117,Lâm Hà,158,8,8,1,10.7
03118,Bảo Lâm,247,6,13,1,8.95
03119,Đạ Huoai,216,6,5,0,5.55
03120,Di Linh,124,5,6,1,0.89
03121,Đạ Huoai,156,15,10,0,3.38
03122,Lạc Dương,241,9,7,0,10.22
03123,Đạ Tẻh,96,11,7,1,4.55
03124,Lạc Dương,145,6,6,1,9.13
03125,Đạ Huoai,144,13,14,0,5.02
03126,Bảo Lâm,76,11,5,0,7.75
03127,Lạc Dương,199,13,8,1,1.44
03128,Đạ Huoai,110,5,10,1,9.08
03129,Đơn Dương,202,7,11,0,4.93
03130,Đơn Dương,244,8,11,0,10.35
03131,Lạc Dương,143,12,8,1,3.03
03132,Đạ Huoai,111,10,13,0,12.79
03133,Di Linh,163,6,5,0,1.99
03134,Đạ Tẻh,246,14,6,1,7.55
03135,Đà Lạt,178,6,13,1,3.99
03136,Đạ Huoai,147,9,11,0,8.37
03137,Đơn Dương,160,10,5,1,14.09
03138,Bảo Lâm,223,8,7,1,4.06
03139,Cát Tiên,138,14,8,0,9.52
03140,Đạ Huoai,186,6,14,0,11.56
03141,Lạc Dương,222,7,7,0,14.3
03142,Đam Rông,203,15,5,1,7.95
03143,Bảo Lộc,193,12,15,1,5.56
03144,Cát Tiên,240,12,9,1,13.22
03145,Đam Rông,243,12,11,0,7.2
03146,Cát Tiên,156,6,10,0,8.33
03147,Bảo Lộc,139,14,7,0,12.56
03148,Đơn Dương,144,10,8,0,13.34
03149,Đức Trọng,177,15,8,1,6.04
03150,Đà Lạt,143,7,12,1,14.99
03151,Đơn Dương,216,10,13,0,11.27
03152,Bảo Lâm,141,11,15,1,6.39
03153,Cát Tiên,124,13,13,0,2.04
03154,Đạ Huoai,96,8,7,1,7.89
03155,Đạ Tẻh,173,8,10,1,8.62
03156,Bảo Lộc,120,11,13,1,5.26
03157,Cát Tiên,191,11,11,1,4.9
03158,Đức Trọng,125,8,14,1,4.39
03159,Đức Trọng,156,12,11,0,9.78
03160,Đà Lạt,187,5,10,1,11.1
03161,Đạ Huoai,246,13,10,1,8.84
03162,Cát Tiên,163,6,10,0,7.56
03163,Đạ Huoai,88,8,7,1,7.09
03164,Đạ Huoai,192,8,9,1,3.61
03165,Đơn Dương,205,7,13,0,9.99
03166,Đạ Tẻh,213,9,8,1,9.59
03167,Đạ Huoai,155,10,9,0,9.36
03168,Đạ Tẻh,221,10,10,0,8.52
03169,Đạ Huoai,161,8,14,1,5.63
03170,Bảo Lộc,70,15,11,1,13.38
03171,Đạ Tẻh,76,5,7,0,11.19
03172,Bảo Lộc,134,6,12,0,10.97
03173,Bảo Lộc,155,7,7,1,10.23
03174,Đạ Huoai,122,15,14,0,9.79
03175,Di Linh,70,8,6,1,14.17
03176,Cát Tiên,241,13,12,0,12.16
03177,Đạ Tẻh,214,7,6,1,14.66
03178,Cát Tiên,200,15,12,0,10.77
03179,Đạ Huoai,181,14,13,0,5.38
03180,Đạ Huoai,173,11,13,1,14.84
03181,Bảo Lâm,63,11,5,1,4.31
03182,Bảo Lộc,212,13,11,0,9.45
03183,Đà Lạt,242,12,10,1,9.84
03184,Lạc Dương,89,8,14,1,11.54
03185,Đức Trọng,98,15,12,1,14.32
03186,Di Linh,73,10,15,1,1.31
03187,Bảo Lâm,99,13,11,1,3.15
03188,Bảo Lâm,247,12,6,0,3.54
03189,Đam Rông,234,9,11,1,1.47
03190,Đà Lạt,83,11,9,0,10.99
03191,Bảo Lâm,81,14,13,0,2.37
03192,Bảo Lộc,209,6,15,0,11.24
03193,Lạc Dương,242,9,7,1,4.27
03194,Đức Trọng,111,13,6,1,6.3
03195,Đạ Huoai,248,15,7,0,5.87
03196,Bảo Lâm,79,8,8,0,5.33
03197,Lâm Hà,123,5,14,1,13.44
03198,Đạ Huoai,104,11,15,1,2.59
03199,Lạc Dương,158,14,15,1,5.82
03200,Đà Lạt,240,6,12,0,10.25
03201,Di Linh,157,9,8,1,5.92
03202,Di Linh,197,12,7,0,3.86
03203,Lâm Hà,136,9,13,0,3.44
03204,Lạc Dương,86,6,12,0,2.0
03205,Đơn Dương,62,12,7,0,3.86
03206,Đức Trọng,162,12,10,0,4.05
03207,Lâm Hà,100,14,9,1,13.0
03208,Đạ Tẻh,134,5,7,0,4.79
03209,Bảo Lộc,245,10,9,0,2.2
03210,Lạc Dương,142,13,9,0,14.69
03211,Lâm Hà,123,15,5,1,2.51
03212,Bảo Lộc,63,15,13,0,3.14
03213,Đức Trọng,166,7,9,1,6.72
03214,Cát Tiên,81,5,10,0,13.75
03215,Đam Rông,74,11,12,1,7.22
03216,Đam Rông,81,11,10,1,5.37
03217,Bảo Lộc,79,13,15,1,7.14
03218,Lạc Dương,141,15,12,0,8.37
03219,Bảo Lộc,228,8,14,0,7.54
03220,Đạ Tẻh,120,5,10,0,5.69
03221,Bảo Lâm,160,13,10,0,12.21
03222,Bảo Lâm,126,9,13,1,11.07
03223,Đức Trọng,152,15,11,1,8.66
03224,Bảo Lâm,112,6,7,1,12.86
03225,Đạ Tẻh,191,11,12,0,3.84
03226,Lâm Hà,212,9,12,0,14.59
03227,Đạ Huoai,122,9,10,1,13.96
03228,Lạc Dương,170,7,14,0,5.23
03229,Lạc Dương,108,11,13,1,9.88
03230,Di Linh,130,13,15,0,10.98
03231,Đạ Tẻh,109,13,7,1,1.41
03232,Đam Rông,158,10,10,1,12.54
03233,Đà Lạt,142,13,8,1,10.8
03234,Đơn Dương,189,10,9,0,10.19
03235,Cát Tiên,96,5,10,1,12.1
03236,Bảo Lộc,188,7,11,1,14.02
03237,Đức Trọng,69,14,11,0,14.75
03238,Bảo Lâm,170,7,11,0,3.62
03239,Lâm Hà,230,14,9,0,6.14
03240,Đạ Tẻh,227,14,6,0,1.65
03241,Cát Tiên,170,9,13,1,2.16
03242,Đam Rông,106,8,8,0,2.36
03243,Bảo Lộc,210,6,11,0,5.56
03244,Đức Trọng,185,9,5,1,10.27
03245,Đạ Huoai,105,6,6,1,9.94
03246,Lạc Dương,133,7,14,1,5.56
03247,Đơn Dương,163,13,14,1,14.81
03248,Đạ Huoai,213,7,10,1,10.37
03249,Cát Tiên,119,10,15,0,3.27
03250,Đơn Dương,248,9,6,0,1.24
03251,Lâm Hà,90,8,12,1,3.18
03252,Đà Lạt,141,5,12,1,12.82
03253,Lâm Hà,217,15,12,0,12.61
03254,Bảo Lâm,212,12,11,1,10.79
03255,Đạ Huoai,152,12,6,1,7.51
03256,Đơn Dương,98,13,8,0,11.59
03257,Đức Trọng,219,8,12,0,9.58
03258,Đức Trọng,126,12,9,0,12.55
03259,Đạ Huoai,180,6,7,0,13.83
03260,Cát Tiên,204,13,9,0,1.63
03261,Đạ Huoai,192,8,13,0,14.88
03262,Đà Lạt,103,12,15,1,7.91
03263,Lạc Dương,137,13,5,0,14.95
03264,Đạ Tẻh,205,11,5,0,1.19
03265,Đạ Tẻh,98,6,5,0,5.34
03266,Đam Rông,163,13,8,0,13.91
03267,Bảo Lộc,139,13,11,1,9.38
03268,Lâm Hà,186,15,11,0,9.77
03269,Đạ Tẻh,110,14,12,1,12.48
03270,Bảo Lâm,161,15,12,1,7.72
03271,Đà Lạt,51,14,7,1,2.2
03272,Đơn Dương,126,6,7,0,7.82
03273,Đạ Tẻh,230,13,9,1,13.04
03274,Đà Lạt,159,8,14,0,1.34
03275,Đạ Huoai,130,8,5,1,6.52
03276,Bảo Lâm,168,12,15,1,5.8
03277,Đơn Dương,236,7,10,0,7.77
03278,Lâm Hà,243,13,13,0,7.32
03279,Đà Lạt,53,11,15,1,13.79
03280,Đam Rông,104,9,8,0,2.35
03281,Bảo Lộc,95,5,8,0,9.23
03282,Di Linh,132,12,14,1,7.1
03283,Đạ Huoai,178,7,12,0,7.84
03284,Đơn Dương,131,15,11,0,7.37
03285,Đạ Tẻh,108,10,5,1,2.1
03286,Lâm Hà,75,10,10,1,12.62
03287,Bảo Lâm,229,6,5,1,14.26
03288,Cát Tiên,145,5,12,0,6.27
03289,Đà Lạt,203,9,9,0,5.08
03290,Đạ Tẻh,161,7,7,1,6.26
03291,Bảo Lâm,71,9,6,0,6.15
03292,Đam Rông,230,6,10,1,2.26
03293,Bảo Lâm,223,5,12,0,5.66
03294,Đà Lạt,80,15,15,0,5.05
03295,Đạ Tẻh,106,9,5,1,1.98
03296,Đà Lạt,51,8,5,0,7.89
03297,Cát Tiên,112,8,11,1,4.06
03298,Đức Trọng,50,7,9,0,11.8
03299,Bảo Lâm,126,6,12,0,13.25
03300,Di Linh,161,8,13,1,10.97
03301,Đức Trọng,121,5,11,1,8.75
03302,Đơn Dương,206,6,15,1,1.71
03303,Lạc Dương,73,5,10,0,3.64
03304,Đam Rông,150,5,9,0,2.04
03305,Đạ Tẻh,246,12,7,1,4.33
03306,Đơn Dương,222,5,12,1,4.97
03307,Đam Rông,190,15,6,1,11.64
03308,Bảo Lâm,220,12,14,0,14.35
03309,Đà Lạt,206,15,12,1,1.57
03310,Lâm Hà,132,11,7,1,4.32
03311,Đơn Dương,241,6,6,0,2.44
03312,Lạc Dương,240,10,7,1,14.59
03313,Đà Lạt,146,5,14,1,5.47
03314,Di Linh,142,13,7,0,10.69
03315,Đạ Huoai,64,14,14,1,6.12
03316,Đơn Dương,95,12,10,1,1.39
03317,Di Linh,108,7,13,1,9.83
03318,Lạc Dương,241,14,5,1,7.54
03319,Cát Tiên,123,14,5,1,8.86
03320,Đạ Huoai,130,7,7,0,6.79
03321,Lạc Dương,192,10,5,1,9.96
03322,Lâm Hà,213,15,5,0,3.53
03323,Lạc Dương,92,13,12,1,2.65
03324,Cát Tiên,216,9,10,1,8.55
03325,Bảo Lộc,178,11,6,0,8.4
03326,Đạ Tẻh,148,13,7,1,5.76
03327,Bảo Lâm,215,12,6,1,10.51
03328,Bảo Lộc,211,7,11,1,6.51
03329,Bảo Lộc,159,5,5,1,11.14
03330,Cát Tiên,126,14,14,1,3.49
03331,Đam Rông,107,7,8,1,7.68
03332,Lâm Hà,88,11,8,1,10.28
03333,Đơn Dương,51,9,8,0,5.17
03334,Lạc Dương,84,5,9,0,2.98
03335,Di Linh,158,13,14,0,5.95
03336,Bảo Lâm,137,6,9,1,8.97
03337,Bảo Lộc,96,13,10,0,14.58
03338,Cát Tiên,103,15,14,0,11.87
03339,Bảo Lâm,192,9,15,1,7.9
03340,Bảo Lâm,226,14,11,1,8.03
03341,Cát Tiên,74,7,5,1,8.68
03342,Đam Rông,210,8,12,1,9.59
03343,Đạ Huoai,91,12,8,0,11.79
03344,Di Linh,126,11,10,1,11.77
03345,Di Linh,145,5,7,0,11.65
03346,Cát Tiên,156,12,14,1,11.41
03347,Di Linh,156,9,13,0,10.66
03348,Đức Trọng,113,11,6,0,10.48
03349,Đam Rông,153,10,13,0,11.91
03350,Bảo Lộc,188,7,14,0,3.35
03351,Đạ Tẻh,80,12,7,0,11.81
03352,Đà Lạt,220,12,7,0,2.72
03353,Di Linh,142,5,7,0,12.88
03354,Đạ Tẻh,139,13,12,1,10.64
03355,Đơn Dương,104,8,5,1,10.77
03356,Đức Trọng,57,7,12,1,11.87
03357,Đạ Huoai,198,9,11,0,2.1
03358,Đạ Huoai,71,14,14,1,13.35
03359,Đạ Tẻh,86,10,8,1,14.13
03360,Đạ Huoai,192,5,9,1,13.77
03361,Đam Rông,175,7,6,1,12.23
03362,Bảo Lộc,199,12,15,1,2.79
03363,Bảo Lâm,77,13,14,0,6.9
03364,Đức Trọng,91,14,12,0,6.6
03365,Đạ Tẻh,192,8,13,1,12.6
03366,Đạ Tẻh,244,11,13,1,11.77
03367,Đà Lạt,228,5,9,1,7.67
03368,Đam Rông,154,11,13,1,6.18
03369,Bảo Lâm,134,11,5,0,4.87
03370,Đạ Tẻh,161,13,9,1,9.35
03371,Đam Rông,240,8,15,1,13.6
03372,Lạc Dương,130,11,14,1,7.03
03373,Lâm Hà,218,5,13,0,7.3
03374,Bảo Lâm,110,10,12,0,0.87
03375,Đạ Tẻh,61,6,14,0,5.11
03376,Đức Trọng,145,5,5,0,6.57
03377,Lâm Hà,229,13,6,0,0.81
03378,Cát Tiên,165,14,13,0,5.33
03379,Lạc Dương,194,10,15,1,13.93
03380,Đà Lạt,205,11,13,0,2.18
03381,Đức Trọng,190,13,12,0,3.62
03382,Đạ Tẻh,152,9,6,1,8.89
03383,Lạc Dương,231,11,13,0,7.9
03384,Đạ Huoai,94,8,12,1,5.37
03385,Đạ Tẻh,199,14,14,0,10.89
03386,Bảo Lộc,182,9,13,1,11.65
03387,Đơn Dương,227,15,7,1,5.23
03388,Lạc Dương,67,5,5,1,11.34
03389,Cát Tiên,134,5,8,1,8.84
03390,Lạc Dương,82,13,10,0,13.61
03391,Đức Trọng,148,7,6,0,12.05
03392,Bảo Lâm,216,6,15,1,5.2
03393,Đức Trọng,167,6,7,0,11.03
03394,Đạ Tẻh,92,12,10,0,11.96
03395,Lâm Hà,85,13,13,0,13.3
03396,Bảo Lâm,149,5,15,0,9.51
03397,Bảo Lộc,241,9,15,1,14.71
03398,Di Linh,99,13,11,1,2.71
03399,Lạc Dương,145,9,7,0,8.6
03400,Lâm Hà,181,9,5,0,10.67
03401,Đam Rông,89,9,11,0,10.5
03402,Đà Lạt,228,12,12,1,2.55
03403,Di Linh,181,6,15,0,14.13
03404,Đạ Tẻh,189,14,6,1,6.91
03405,Đạ Tẻh,119,15,7,0,13.82
03406,Bảo Lâm,160,10,5,1,4.17
03407,Di Linh,106,11,11,1,2.14
03408,Lâm Hà,134,14,7,1,6.2
03409,Lâm Hà,217,7,8,1,5.1
03410,Bảo Lộc,118,12,14,1,2.15
03411,Cát Tiên,50,12,12,1,0.89
03412,Di Linh,109,9,12,1,3.87
03413,Lạc Dương,136,12,5,0,12.59
03414,Di Linh,249,12,13,1,10.92
03415,Lạc Dương,236,14,7,0,5.51
03416,Di Linh,206,8,9,0,4.88
03417,Đơn Dương,239,7,7,0,9.14
03418,Đơn Dương,236,6,5,0,14.66
03419,Đức Trọng,204,11,9,0,1.66
03420,Lạc Dương,131,6,14,1,7.57
03421,Bảo Lâm,174,8,10,1,12.58
03422,Bảo Lâm,77,14,14,0,7.09
03423,Lâm Hà,109,9,10,0,7.29
03424,Đơn Dương,212,8,6,1,10.78
03425,Đơn Dương,245,6,13,0,14.69
03426,Bảo Lộc,240,12,12,0,7.66
03427,Đơn Dương,161,11,8,1,2.22
03428,Đạ Huoai,153,7,11,1,9.35
03429,Đức Trọng,182,11,15,1,1.24
03430,Đức Trọng,184,7,6,0,8.86
03431,Đơn Dương,226,10,12,1,2.45
03432,Di Linh,135,9,9,1,7.13
03433,Đơn Dương,57,8,14,0,7.39
03434,Đạ Tẻh,237,7,12,1,0.84
03435,Di Linh,129,9,9,0,5.69
03436,Lâm Hà,112,10,5,1,12.98
03437,Bảo Lộc,233,6,6,0,1.81
03438,Bảo Lộc,84,7,14,0,6.63
03439,Đức Trọng,117,8,5,0,5.42
03440,Di Linh,83,13,6,1,10.84
03441,Cát Tiên,180,14,10,0,5.27
03442,Đức Trọng,181,5,7,0,4.5
03443,Lâm Hà,114,9,14,0,11.04
03444,Đà Lạt,229,11,10,0,1.12
03445,Đức Trọng,228,6,13,1,11.42
03446,Đơn Dương,155,5,12,0,3.89
03447,Cát Tiên,52,13,10,0,9.42
03448,Di Linh,249,7,5,0,11.03
03449,Bảo Lộc,132,5,5,1,14.98
03450,Lâm Hà,237,10,9,0,3.25
03451,Bảo Lâm,58,13,10,0,3.69
03452,Di Linh,196,10,13,0,6.15
03453,Đạ Tẻh,123,5,8,0,14.75
03454,Bảo Lâm,158,15,7,1,1.95
03455,Cát Tiên,95,11,7,0,6.98
03456,Bảo Lộc,120,15,5,0,12.66
03457,Đơn Dương,146,5,9,1,2.3
03458,Đức Trọng,56,11,8,1,4.9
03459,Bảo Lâm,79,9,8,0,5.15
03460,Di Linh,193,15,5,1,10.4
03461,Di Linh,167,12,14,1,5.2
03462,Bảo Lộc,175,6,9,0,8.87
03463,Đạ Tẻh,193,7,13,0,11.92
03464,Cát Tiên,80,10,6,1,13.46
03465,Đức Trọng,227,11,9,0,10.68
03466,Cát Tiên,80,15,14,1,8.44
03467,Lâm Hà,136,10,8,1,12.29
03468,Đạ Huoai,67,14,9,1,10.0
03469,Đam Rông,116,15,6,1,1.47
03470,Đà Lạt,133,7,8,1,12.21
03471,Đam Rông,99,8,10,1,7.13
03472,Đà Lạt,102,10,11,0,2.61
03473,Cát Tiên,232,12,6,1,4.46
03474,Đạ Huoai,188,13,8,1,6.56
03475,Bảo Lâm,247,10,14,1,2.6
03476,Đà Lạt,86,6,15,1,8.52
03477,Bảo Lâm,233,6,10,0,14.14
03478,Đức Trọng,100,8,9,0,6.41
03479,Lạc Dương,195,14,15,0,8.8
03480,Đạ Huoai,244,10,9,0,13.4
03481,Bảo Lộc,152,11,5,0,14.21
03482,Đam Rông,117,6,9,1,13.95
03483,Đức Trọng,242,12,6,1,9.21
03484,Đơn Dương,192,5,9,1,10.13
03485,Đơn Dương,97,7,14,1,12.98
03486,Đạ Tẻh,192,11,11,0,13.82
03487,Đạ Huoai,192,11,14,1,11.47
03488,Bảo Lộc,167,11,14,0,4.77
03489,Bảo Lâm,51,14,7,1,12.16
03490,Đơn Dương,87,6,11,0,11.78
03491,Đức Trọng,110,15,9,0,2.74
03492,Bảo Lộc,231,15,8,1,2.87
03493,Đà Lạt,130,9,15,0,6.64
03494,Lạc Dương,57,12,10,0,10.64
03495,Lạc Dương,117,12,11,1,1.52
03496,Bảo Lâm,147,12,12,0,2.07
03497,Bảo Lâm,96,13,13,0,14.97
03498,Lâm Hà,114,7,7,0,1.13
03499,Bảo Lâm,222,9,8,1,5.26
03500,Lạc Dương,55,5,13,0,7.44
03501,Bảo Lộc,110,9,9,0,3.83
03502,Đơn Dương,177,15,15,1,7.64
03503,Cát Tiên,163,6,10,0,1.29
03504,Di Linh,217,9,15,0,3.7
03505,Bảo Lâm,122,5,8,1,7.23
03506,Đà Lạt,71,6,6,1,12.33
03507,Đam Rông,215,8,7,1,14.85
03508,Bảo Lộc,142,5,6,0,10.13
03509,Đức Trọng,155,11,7,0,11.71
03510,Lâm Hà,122,8,9,1,4.18
03511,Đam Rông,169,14,5,1,6.54
03512,Bảo Lộc,178,13,8,1,4.45
03513,Đà Lạt,238,6,14,1,8.62
03514,Bảo Lộc,71,15,14,1,5.09
03515,Cát Tiên,245,11,10,0,5.53
03516,Đức Trọng,195,11,12,0,14.01
03517,Cát Tiên,128,15,9,1,11.45
03518,Đà Lạt,135,6,5,0,8.87
03519,Lâm Hà,185,6,9,1,1.49
03520,Đức Trọng,248,9,13,0,1.93
03521,Đam Rông,78,7,7,1,9.68
03522,Bảo Lộc,101,6,9,0,13.42
03523,Bảo Lâm,192,5,15,0,4.7
03524,Cát Tiên,71,5,13,0,13.34
03525,Đạ Tẻh,90,11,10,1,7.9
03526,Đơn Dương,121,14,6,0,5.64
03527,Lạc Dương,174,14,10,1,11.97
03528,Đạ Huoai,207,12,15,1,13.63
03529,Di Linh,188,6,6,0,8.27
03530,Di Linh,230,14,5,1,9.97
03531,Đơn Dương,236,9,5,0,8.49
03532,Đạ Tẻh,207,5,8,0,3.59
03533,Di Linh,201,11,9,0,1.5
03534,Cát Tiên,125,15,10,1,11.0
03535,Đạ Huoai,138,6,12,1,11.14
03536,Bảo Lâm,101,10,5,0,9.07
03537,Cát Tiên,53,7,6,0,3.48
03538,Đức Trọng,196,9,11,1,9.33
03539,Bảo Lâm,187,14,11,1,12.9
03540,Di Linh,77,5,15,0,1.35
03541,Đức Trọng,101,5,13,0,3.13
03542,Lâm Hà,124,8,13,1,2.22
03543,Di Linh,74,13,13,1,3.8
03544,Đạ Huoai,186,13,7,0,4.61
03545,Lâm Hà,151,8,13,1,13.11
03546,Bảo Lộc,208,5,14,0,12.57
03547,Di Linh,164,11,6,1,1.54
03548,Cát Tiên,143,14,6,0,2.5
03549,Đạ Tẻh,149,11,9,0,13.7
03550,Cát Tiên,217,11,10,0,8.2
03551,Lạc Dương,126,5,8,1,1.26
03552,Bảo Lộc,69,5,13,1,3.54
03553,Đà Lạt,214,14,8,0,9.18
03554,Di Linh,162,5,6,1,7.07
03555,Bảo Lâm,141,5,6,0,2.38
03556,Đức Trọng,153,15,6,0,9.56
03557,Đạ Tẻh,72,10,10,0,5.03
03558,Đơn Dương,133,12,9,0,1.09
03559,Đạ Tẻh,210,10,7,0,9.56
03560,Đơn Dương,108,12,15,0,2.34
03561,Đam Rông,95,10,10,0,7.15
03562,Lâm Hà,212,14,5,1,10.88
03563,Đà Lạt,197,11,8,0,9.13
03564,Đam Rông,127,9,9,0,6.21
03565,Đam Rông,132,9,7,0,6.64
03566,Đạ Tẻh,250,10,12,1,7.13
03567,Đà Lạt,240,5,14,0,1.91
03568,Đơn Dương,106,10,12,1,5.11
03569,Đam Rông,208,7,13,1,10.11
03570,Di Linh,67,8,14,0,11.45
03571,Lâm Hà,183,5,7,0,13.43
03572,Đà Lạt,220,13,15,0,7.31
03573,Lạc Dương,50,10,13,0,1.43
03574,Bảo Lâm,240,6,11,1,3.54
03575,Cát Tiên,175,10,13,0,4.96
03576,Đam Rông,80,10,15,1,8.82
03577,Đạ Huoai,129,11,10,0,13.92
03578,Đam Rông,233,12,8,1,2.94
03579,Bảo Lâm,153,15,12,0,13.77
03580,Di Linh,187,12,7,1,3.69
03581,Đức Trọng,195,5,11,1,2.96
03582,Bảo Lộc,200,13,14,1,12.93
03583,Di Linh,134,15,8,0,7.84
03584,Bảo Lâm,210,6,5,0,2.9
03585,Đạ Tẻh,58,10,12,1,4.64
03586,Đạ Tẻh,61,7,12,0,6.29
03587,Đam Rông,91,8,5,1,8.2
03588,Lạc Dương,224,8,7,1,10.19
03589,Cát Tiên,89,15,5,0,11.53
03590,Di Linh,146,11,14,1,14.71
03591,Đạ Tẻh,65,15,9,0,9.5
03592,Đam Rông,110,15,15,1,4.57
03593,Đạ Tẻh,90,10,14,0,6.18
03594,Lạc Dương,58,11,6,0,0.81
03595,Lâm Hà,241,8,8,1,2.76
03596,Đà Lạt,214,12,10,1,13.66
03597,Đam Rông,106,11,7,1,1.95
03598,Đam Rông,124,13,12,0,13.63
03599,Bảo Lộc,111,10,8,0,5.19
03600,Đam Rông,89,12,6,0,13.11
03601,Lâm Hà,235,10,9,0,7.65
03602,Cát Tiên,225,10,5,0,5.12
03603,Lâm Hà,179,12,10,0,14.25
03604,Bảo Lâm,221,8,14,0,8.21
03605,Đam Rông,184,12,15,1,5.21
03606,Lâm Hà,188,8,13,0,5.93
03607,Lạc Dương,75,9,13,1,2.85
03608,Lâm Hà,96,11,14,1,1.85
03609,Đà Lạt,75,11,6,0,7.36
03610,Bảo Lộc,104,9,5,0,2.56
03611,Lâm Hà,229,7,15,1,3.81
03612,Bảo Lâm,228,15,15,0,8.94
